Query,Source,Papers,Citations,Years,Cites_Year,Cites_Paper,Cites_Author,Papers_Author,Authors_Paper,h_index,g_index,hc_index,hI_index,hI_norm,AWCR,AW_index,AWCRpA,e_index,hm_index,QueryDate,Cites_Author_Year,hI_annual,h_coverage,g_coverage,star_count,year_first,year_last,ECC,acc1,acc2,acc5,acc20,hA
"Yanyan Zhao - Postdoc, Bioengineering department, Stanford University","Google Scholar Profile",7,82,6,13.67,11.71,12.00,2.64,4.43,3,7,3,0.41,2,26.50,5.15,3.63,8.49,0.97,"2025-08-04 13:05:18",2.00,0.33,98.8,100.0,1,2019,2024,82,3,3,1,0,3
"Wesley Chiang - Postdoc, University of Rochester","Google Scholar Profile",13,78,4,19.50,6.00,14.11,3.65,5.08,6,8,6,1.00,3,36.17,6.01,6.53,6.00,1.55,"2025-08-04 13:06:33",3.52,0.75,92.3,97.4,1,2021,2024,78,8,6,4,0,4
"Wenxian Tang - Postdoctoral Research Associate, Unibas","Google Scholar Profile",13,126,9,14.00,9.69,24.43,3.05,5.69,6,11,6,1.00,2,30.49,5.52,6.39,8.83,1.38,"2025-08-04 12:45:13",2.71,0.22,90.5,100.0,1,2016,2025,126,9,5,1,0,3
"Valentin Slepukhin - Postdoctoral researcher, Department of Physics and Earth Sciences, Leipzig University","Google Scholar Profile",21,133,12,11.08,6.33,40.27,7.38,3.71,6,11,4,1.44,2,23.23,4.82,6.52,9.27,2.23,"2025-08-04 12:44:05",3.35,0.17,91.7,100.0,0,2013,2025,133,6,4,2,0,3
"Vaishali Sethi - Postdoc","Google Scholar Profile",8,87,14,6.21,10.88,18.87,1.72,5.13,6,8,5,1.16,2,14.11,3.76,2.86,7.00,1.47,"2025-08-04 13:04:18",1.34,0.14,97.7,100.0,0,2011,2021,87,6,3,0,0,3
"Tuomo Viitaja - Post doctoral researcher, Helsingin yliopisto","Google Scholar Profile",15,128,6,21.33,8.53,22.93,4.09,5.67,5,11,7,0.93,3,39.97,6.32,7.00,9.64,1.36,"2025-08-04 12:44:27",3.82,0.50,92.2,100.0,0,2019,2025,128,9,7,3,0,4
"Thilina Jayasinghe - Postdoctoral Research Associate St. Jude Children's Research Hospital","Google Scholar Profile",9,76,4,19.00,8.44,2.71,2.11,5.00,4,8,4,0.80,1,68.67,8.29,1.56,7.62,0.62,"2025-08-04 13:06:48",0.67,0.25,97.4,100.0,1,2021,2024,76,4,3,2,1,3
"Theresa Jakuszeit - Post-doctoral fellow, Institut Curie/Institut Pierre Gilles de Gennes","Google Scholar Profile",11,113,10,11.30,10.27,32.25,3.18,5.18,5,10,6,1.09,3,31.20,5.59,9.89,9.11,1.79,"2025-08-04 12:53:59",3.22,0.30,95.6,100.0,0,2015,2025,113,6,6,2,0,4
"Tetiana Mukhina - Postdoctoral researcher at TU Darmstadt","Google Scholar Profile",28,111,13,8.54,3.96,19.94,7.70,5.36,7,10,8,1.11,2,36.48,6.04,6.38,6.40,1.82,"2025-08-04 12:54:14",1.53,0.15,81.1,92.8,0,2012,2025,111,11,9,2,0,4
"Sushil Sakpal - Postdoc Research Associate (University of Colorado Boulder, USA)","Google Scholar Profile",11,122,6,20.33,11.09,20.86,2.67,5.64,6,11,6,1.00,3,29.50,5.43,5.08,8.66,1.50,"2025-08-04 12:50:57",3.47,0.50,91.0,100.0,0,2019,2024,122,9,6,2,0,3
"Suparna Khatun - Postdoctoral Research Fellow @Kriwacki lab, St. Jude Children’s Research Hospital","Google Scholar Profile",18,118,6,19.67,6.56,28.81,4.78,4.72,8,10,7,1.88,3,28.38,5.33,6.56,6.24,2.42,"2025-08-04 12:53:00",4.80,0.50,87.3,97.5,0,2019,2025,118,11,7,1,0,3
"Souvik Sadhukhan (Ph.D.) - Postdoc at The University of Texas at Austin","Google Scholar Profile",8,92,4,23.00,11.50,32.63,2.39,4.13,5,8,7,1.25,3,58.42,7.64,15.84,7.75,1.73,"2025-08-04 13:00:58",8.15,0.75,92.4,100.0,2,2021,2025,92,7,7,6,0,5
"Simone Mortal - Postdoctoral Researcher, ICFO, Barcelona","Google Scholar Profile",12,107,9,11.89,8.92,25.71,3.50,5.75,6,10,6,1.00,3,27.87,5.28,6.58,8.00,1.88,"2025-08-04 12:54:43",2.85,0.33,93.5,100.0,0,2016,2024,107,8,6,3,0,3
"Shivlee Nirwal - Post-doctoral researcher, International institute of molecular and cell biology, Warsaw, Poland","Google Scholar Profile",10,88,11,8.00,8.80,15.05,2.05,5.60,6,9,6,0.95,2,27.70,5.26,4.55,6.93,1.21,"2025-08-04 13:04:17",1.36,0.18,95.5,100.0,1,2014,2025,88,6,5,2,0,3
"Shishir R. Adhikari - Postdoctoral Research Fellow at Harvard Medical School and Dana Farber Cancer Institute","Google Scholar Profile",12,80,14,5.71,6.67,19.99,4.95,3.50,5,8,4,1.14,3,15.56,3.94,3.37,7.21,1.66,"2025-08-04 13:05:32",1.42,0.21,96.3,100.0,0,2011,2023,80,4,3,1,0,3
"Sheema Rahmanseresht - Post doctoral associate, University of Vermont","Google Scholar Profile",27,128,12,10.67,4.74,20.10,6.23,5.04,5,11,4,0.81,3,26.37,5.13,4.21,10.05,0.82,"2025-08-04 12:44:12",1.67,0.25,98.4,100.0,1,2013,2025,128,4,3,3,0,3
"Sajad Shiekh - Postdoc, McGill University","Google Scholar Profile",20,84,4,21.00,4.20,16.52,4.57,5.45,6,9,7,1.03,2,41.17,6.42,9.46,6.32,1.45,"2025-08-04 13:04:47",4.13,0.50,90.5,97.6,1,2021,2025,84,9,7,2,0,4
"Sai Hari A. Gandham - Post-doctoral research fellow ","Google Scholar Profile",7,111,18,6.17,15.86,21.64,1.59,4.86,5,7,3,0.93,3,8.05,2.84,1.63,9.11,1.34,"2025-08-04 12:54:13",1.20,0.17,97.3,100.0,0,2007,2015,111,3,2,0,0,2
"Ritika Gupta - Post doctoral associate at Clemson University","Google Scholar Profile",13,89,6,14.83,6.85,19.14,3.12,4.85,6,9,7,1.13,3,28.03,5.29,6.49,6.86,1.68,"2025-08-04 13:03:28",3.19,0.50,93.3,100.0,0,2019,2025,89,7,7,2,0,4
"Revan Katte - Postdoctoral Research Associate at University of Texas Health Science Center at Tyler","Google Scholar Profile",13,100,10,10.00,7.69,25.09,3.48,5.54,6,10,6,1.06,3,32.19,5.67,6.13,7.35,1.79,"2025-08-04 12:55:28",2.50,0.30,90.0,100.0,1,2015,2025,100,7,6,3,0,3
"Randall Schirra - Postdoctoral Researcher, University of Virginia","Google Scholar Profile",5,135,11,12.27,27.00,29.85,1.19,5.60,3,5,4,0.60,3,36.68,6.06,7.58,11.09,1.08,"2025-08-04 12:43:58",2.71,0.27,97.8,100.0,1,2014,2024,135,4,4,2,1,3
"Ran Lin - Postdoc Fellow, the University of Texas at Austin","Google Scholar Profile",11,99,9,11.00,9.00,17.89,3.69,4.36,5,9,5,0.89,3,16.78,4.10,3.63,8.19,1.69,"2025-08-04 12:55:43",1.98,0.33,92.9,100.0,0,2016,2025,99,8,4,0,0,3
"Ragna Guldsmed Diedrichsen - Postdoc, University of Copenhagen","Google Scholar Profile",6,119,7,17.00,19.83,23.32,1.27,4.83,5,6,5,1.00,3,26.40,5.14,5.26,9.49,1.27,"2025-08-04 12:52:59",3.33,0.43,96.6,100.0,0,2018,2023,119,6,5,2,0,4
"Rachna Narayanan - Postdoc at Warwick Medical School","Google Scholar Profile",8,138,14,9.86,17.25,28.74,2.67,4.50,5,8,4,1.04,2,21.98,4.69,4.66,10.63,1.31,"2025-08-04 12:43:54",2.05,0.14,100.0,100.0,1,2011,2022,138,5,3,1,0,3
"Quentin Vagne - Postdoc, University of Geneva","Google Scholar Profile",16,97,11,8.82,6.06,33.60,6.04,3.25,7,9,7,1.88,4,28.85,5.37,7.91,6.40,2.93,"2025-08-04 12:55:57",3.05,0.36,92.8,99.0,0,2014,2025,97,9,5,2,0,3
"Priyanka Madhu - Postdoctoral researcher at Department of Chemistry - BMC, Uppsala University, Uppsala, Sweden","Google Scholar Profile",14,120,6,20.00,8.57,45.00,4.24,4.64,6,10,5,1.71,4,28.03,5.29,10.53,8.89,2.18,"2025-08-04 12:51:56",7.50,0.67,95.8,100.0,1,2019,2025,120,7,5,2,0,3
"Prasoon Awasthi - PostDoc at SDU Denmark","Google Scholar Profile",12,93,9,10.33,7.75,31.60,3.52,3.92,4,9,4,1.00,3,15.85,3.98,5.26,8.49,1.90,"2025-08-04 12:56:58",3.51,0.33,94.6,100.0,0,2016,2025,93,5,4,1,0,3
"Piotr Nowakowski - Postdoctoral researcher, Ruđer Bošković Institute","Google Scholar Profile",16,129,20,6.45,8.06,47.12,5.48,3.50,8,10,8,2.46,5,36.17,6.01,9.18,6.24,3.53,"2025-08-04 12:44:11",2.35,0.25,79.8,89.9,1,2005,2024,129,11,8,1,0,3
"Philip Bleicher - PostDoc at NHLBI, NIH","Google Scholar Profile",10,127,8,15.88,12.70,24.23,2.24,5.30,4,10,4,0.76,2,21.32,4.62,4.44,10.44,0.87,"2025-08-04 12:45:05",3.02,0.25,98.4,100.0,1,2017,2024,127,4,3,2,0,3
"Neha Tyagi - Post-doctoral research associate, Northwestern University","Google Scholar Profile",9,88,8,11.00,9.78,44.00,4.75,2.11,3,9,3,1.50,2,12.31,3.51,6.16,8.49,2.00,"2025-08-04 13:04:16",5.50,0.25,92.0,100.0,0,2017,2025,88,2,1,1,0,2
"Mostafa Nategholeslam - Postdoctoral Research Fellow, University of Guelph","Google Scholar Profile",12,92,15,6.13,7.67,21.23,3.62,4.33,5,9,3,1.09,3,7.82,2.80,1.85,8.00,2.23,"2025-08-04 12:59:57",1.41,0.20,96.7,100.0,0,2010,2016,92,2,1,0,0,1
"Molly S. C. Gravett - Post-doctoral researcher, Utrecht University","Google Scholar Profile",8,118,5,23.60,14.75,20.21,2.10,5.75,4,8,4,0.62,2,28.55,5.34,4.88,10.00,0.62,"2025-08-04 12:53:13",4.04,0.40,98.3,100.0,1,2020,2024,118,4,4,1,0,3
"Mohammad Zaffar - Post Doctoral Research Associate, Purdue University","Google Scholar Profile",14,124,9,13.78,8.86,56.58,6.62,2.64,5,11,5,1.92,4,22.86,4.78,10.90,9.17,2.83,"2025-08-04 12:47:56",6.28,0.44,87.9,100.0,0,2016,2024,124,5,4,1,0,3
"Miquel Rosas-salvans - Postdoc, University of California San Francisco","Google Scholar Profile",14,124,7,17.71,8.86,24.02,4.53,3.93,6,11,6,1.24,3,36.05,6.00,7.66,9.27,1.53,"2025-08-04 12:48:56",3.43,0.43,98.4,100.0,1,2018,2025,124,7,5,3,0,4
"Milos Nikolic","Google Scholar",200,9131,28,326.11,45.66,2322.32,52.99,4.17,53,88,39,12.37,26,1275.64,35.72,317.10,59.83,23.81,"2025-08-04 11:12:42",82.94,0.93,70.0,85.1,38,1997,2025,9131,185,144,79,13,17
"Michael Vennettilli - Postdoctoral Researcher, UC Merced","Google Scholar Profile",20,123,11,11.18,6.15,32.23,6.01,4.10,8,11,7,1.94,4,21.10,4.59,5.65,7.14,2.48,"2025-08-04 12:49:56",2.93,0.36,93.5,100.0,0,2014,2025,123,9,6,0,0,3
"Michael Currie - Postdoctoral Research Fellow, Harvard Medical School","Google Scholar Profile",16,111,7,15.86,6.94,16.21,3.32,6.31,6,10,6,0.86,2,40.31,6.35,5.91,7.75,1.74,"2025-08-04 12:54:16",2.31,0.29,86.5,97.3,2,2018,2025,111,10,6,2,0,4
"Mengqi Xu - Postdoctoral Researcher, University of Pennsylvania","Google Scholar Profile",10,92,6,15.33,9.20,22.00,2.72,5.00,2,9,2,0.40,2,25.40,5.04,5.35,9.27,0.67,"2025-08-04 13:02:59",3.66,0.33,97.8,100.0,2,2019,2024,92,2,2,2,0,2
"Meiling Wu - Postdoc at Cornell University","Google Scholar Profile",13,109,12,9.08,8.38,22.75,3.83,5.31,4,10,4,0.70,2,41.94,6.48,6.72,9.11,1.98,"2025-08-04 12:54:30",1.89,0.17,90.8,100.0,2,2013,2024,109,4,4,2,1,3
"Matteo Negri - Senior Post-doc / Junior assistant professor, Università di Roma Sapienza","Google Scholar Profile",13,93,7,13.29,7.15,19.99,3.27,4.54,6,9,8,1.13,2,57.84,7.61,11.52,6.32,1.90,"2025-08-04 12:57:57",2.85,0.29,81.7,93.5,4,2018,2025,93,11,8,4,0,4
"Mathieu FORGET - Post Doctoral researcher, Stocker lab, ETH Zurich","Google Scholar Profile",8,79,7,11.29,9.88,15.90,2.92,3.63,4,8,5,0.89,3,16.74,4.09,3.74,7.62,1.26,"2025-08-04 13:06:16",2.27,0.43,93.7,100.0,0,2018,2023,79,5,4,2,0,2
"Maruša Mur - postdoctoral researcher, Jožef Stefan Institute, Ljubljana, Slovenia","Google Scholar Profile",12,92,11,8.36,7.67,20.57,3.27,5.17,4,9,4,0.76,3,12.82,3.58,2.81,8.49,1.18,"2025-08-04 13:01:59",1.87,0.27,95.7,100.0,0,2014,2025,92,4,3,1,0,2
"Marta Dies - Postdoctoral Researcher, ICFO-Institute of Photonic Sciences","Google Scholar Profile",8,138,12,11.50,17.25,25.07,1.86,5.13,5,8,4,0.93,4,18.80,4.34,3.31,10.39,1.16,"2025-08-04 12:43:47",2.08,0.33,96.4,100.0,0,2013,2020,138,5,4,1,0,3
"Manikuntala Mukhopadhyay - Postdoctoral Researcher, Physical Chemistry and Soft Matter, Wageningen University and Research","Google Scholar Profile",20,81,7,11.57,4.05,17.43,5.94,4.05,5,9,5,1.04,3,18.97,4.36,3.96,7.00,1.48,"2025-08-04 13:05:32",2.49,0.43,91.4,100.0,0,2018,2025,81,5,4,2,0,3
"Lijian Zhan - Postdoc, Adolphe Merkle Institute, University of Fribourg, Switzerland","Google Scholar Profile",13,111,10,11.10,8.54,16.47,2.35,6.38,7,10,7,0.98,3,36.83,6.07,5.15,7.21,1.54,"2025-08-04 12:54:15",1.64,0.30,91.0,100.0,0,2015,2025,111,9,7,3,0,4
"Liam J. O'Reilly - Postdoctoral Research Associate","Google Scholar Profile",7,73,6,12.17,10.43,16.33,2.42,4.00,5,7,5,1.04,2,22.92,4.79,5.08,6.86,1.09,"2025-08-04 13:13:12",2.72,0.33,98.6,100.0,0,2019,2025,73,6,4,3,0,4
"Leyla Rohani - Post Doctoral Associate @ Georgia State Unicersity PhD Biophysics","Google Scholar Profile",12,90,10,9.00,7.50,23.40,4.95,3.42,6,9,5,1.50,3,15.65,3.96,4.30,6.86,1.95,"2025-08-04 13:03:15",2.34,0.30,92.2,100.0,0,2015,2023,90,6,4,0,0,3
"Leonardo Trabuco - Postdoctoral Research Fellow, University of Heidelberg","Google Scholar Profile",46,4549,23,197.78,98.89,850.68,13.27,4.78,21,46,18,3.94,15,287.64,16.96,54.02,63.91,4.53,"2025-08-04 12:42:36",36.98,0.65,99.5,100.0,7,2002,2019,4549,21,21,13,4,9
"Laura Wilt Partyka (she/her) - Postdoctoral Research Associate","Google Scholar Profile",11,85,12,7.08,7.73,19.65,3.36,4.00,5,9,5,0.96,3,14.45,3.80,3.06,7.75,1.07,"2025-08-04 13:04:33",1.63,0.25,100.0,100.0,0,2013,2022,85,5,5,0,0,3
"L. Q. Costa Campos - Post doctoral researcher, Heinrich Heine University of Düsseldorf","Google Scholar Profile",7,119,13,9.15,17.00,31.27,1.96,4.14,5,7,4,1.25,4,17.83,4.22,3.98,9.70,1.51,"2025-08-04 12:52:59",2.40,0.31,100.0,100.0,0,2012,2021,119,4,3,2,0,3
"Kunaal Joshi - Postdoctoral Research Scholar, Arizona State University","Google Scholar Profile",20,116,7,16.57,5.80,24.39,5.77,4.45,6,10,10,1.06,3,67.79,8.23,14.06,7.00,2.57,"2025-08-04 12:53:30",3.48,0.43,73.3,90.5,2,2018,2025,116,14,11,6,0,5
"Klaudia Jaczynska - Post-doctoral researcher, UT Southwestern Medical Center","Google Scholar Profile",11,128,5,25.60,11.64,32.96,3.34,4.64,5,11,6,0.96,3,56.05,7.49,12.12,9.64,1.55,"2025-08-04 12:44:42",6.59,0.60,92.2,100.0,2,2020,2025,128,7,6,5,1,5
"Kevin K. Ogden - Postdoctoral Research Associate, Scripps Florida","Google Scholar Profile",39,6565,21,312.62,168.33,1150.13,9.42,5.21,18,39,15,3.31,12,477.57,21.85,84.83,78.77,4.72,"2025-08-04 12:42:35",54.76,0.57,99.5,100.0,8,2004,2020,6565,20,18,15,2,9
"Kee-Myoung Nam - Postdoctoral Research Associate, Yale University","Google Scholar Profile",19,86,5,17.20,4.53,24.65,5.49,4.63,4,9,6,1.14,3,36.57,6.05,10.09,7.75,1.52,"2025-08-04 13:04:31",4.93,0.60,88.4,100.0,0,2020,2025,86,7,6,3,0,4
"Justin Faber - Postdoctoral Researcher at UCLA","Google Scholar Profile",15,105,12,8.75,7.00,46.70,6.73,2.60,7,10,8,2.88,4,30.69,5.54,13.20,6.78,3.50,"2025-08-04 12:54:57",3.89,0.33,90.5,99.0,0,2013,2025,105,10,8,2,0,3
"Julio M. Pusterla - Postdoc researcher, Technical University of Darmstadt","Google Scholar Profile",17,103,10,10.30,6.06,19.48,4.29,4.94,5,10,4,0.83,2,24.08,4.91,4.25,8.00,1.80,"2025-08-04 12:55:15",1.94,0.20,86.4,100.0,0,2015,2024,103,7,4,3,0,3
"Jhinuk Saha - Postdoctoral researcher, National High Magnetic Field Laboratory","Google Scholar Profile",16,91,8,11.38,5.69,15.41,3.79,5.44,7,9,6,1.20,2,23.30,4.83,3.96,5.57,1.55,"2025-08-04 13:03:14",1.92,0.25,87.9,100.0,0,2017,2025,91,9,6,0,0,3
"James Gilburt - Postdoctoral Research Associate in Biophysics","Google Scholar Profile",6,84,8,10.50,14.00,13.70,1.43,4.67,3,6,3,0.50,2,14.00,3.74,2.23,8.66,0.51,"2025-08-04 13:04:45",1.71,0.25,100.0,100.0,0,2017,2021,84,3,2,2,0,2
"Irene Gutiérrez - Postdoc, Research Institute of Molecular Pathology","Google Scholar Profile",9,96,38,2.53,10.67,20.53,2.65,4.67,5,9,3,0.96,3,9.00,3.00,1.88,8.12,1.32,"2025-08-04 12:56:16",0.54,0.08,94.8,100.0,0,1987,2023,96,3,2,0,0,2
"Hugo Lachuer - Postdoctoral researcher, Institut Jacques Monod, Paris.","Google Scholar Profile",19,80,5,16.00,4.21,13.91,5.46,5.05,5,8,6,0.86,2,36.73,6.06,6.35,7.00,1.32,"2025-08-04 13:05:46",2.78,0.40,92.5,98.8,2,2020,2025,80,7,5,3,0,4
"Himanshu Singh - Postdoctoral Researcher, University of Glasgow","Google Scholar Profile",1000,10212,79,129.27,10.21,3452.58,347.46,3.71,42,77,25,9.19,19,843.44,29.04,241.08,54.85,25.86,"2025-08-04 12:42:34",43.70,0.24,46.7,58.1,14,1946,2025,10212,145,82,34,6,11
"Hillel Ori - postdoc, Harvard University","Google Scholar Profile",12,117,7,16.71,9.75,37.15,3.73,4.50,5,10,7,1.19,3,34.50,5.87,8.75,9.17,1.81,"2025-08-04 12:53:14",5.30,0.43,93.2,100.0,0,2018,2024,117,7,7,3,0,4
"Heather Davies - Post-doctoral research associate, University of Manchester","Google Scholar Profile",2,139,13,10.69,69.50,21.74,0.31,6.50,2,2,2,0.31,2,11.80,3.43,1.86,11.62,0.31,"2025-08-04 12:43:42",1.67,0.15,100.0,100.0,0,2012,2014,139,2,2,1,0,2
"Harsharan Kaur - Post-Doc in Institute of Physical Chemistry, University of Vienna","Google Scholar Profile",13,138,6,23.00,10.62,25.76,3.11,5.54,6,11,6,1.03,2,36.00,6.00,6.80,9.17,1.76,"2025-08-04 12:43:55",4.29,0.33,87.0,99.3,2,2019,2024,138,11,6,2,0,3
"Hailong Yu - Postdoctoral Researcher, UT Southwestern Medical Center","Google Scholar Profile",6,88,7,12.57,14.67,24.00,1.56,5.33,4,6,3,0.59,2,19.52,4.42,5.69,8.49,0.72,"2025-08-04 13:03:59",3.42,0.29,100.0,100.0,1,2018,2024,88,3,2,1,0,2
"Griffin Welfer - Postdoctoral Research Associate, St Jude Children's Research Hospital","Google Scholar Profile",12,101,6,16.83,8.42,24.98,3.74,4.50,4,10,4,1.00,3,24.30,4.93,6.41,9.06,1.33,"2025-08-04 12:55:16",4.16,0.50,97.0,100.0,1,2019,2025,101,6,4,1,0,3
"Gonzalo Uribarri - Postdoctoral Researcher at EECS, KTH &SciLifeLab","Google Scholar Profile",13,115,14,8.21,8.85,46.03,5.18,3.15,6,10,6,1.64,3,42.53,6.52,15.82,8.37,2.73,"2025-08-04 12:53:57",3.28,0.21,92.2,100.0,1,2011,2024,115,7,6,3,0,4
"Giulia Peveri - Postdoc, Human Technopole","Google Scholar Profile",7,93,4,23.25,13.29,28.05,2.70,3.29,4,7,7,1.14,4,32.33,5.69,10.32,8.12,2.70,"2025-08-04 12:58:57",7.01,1.00,88.2,100.0,1,2021,2025,93,6,6,3,0,3
"Giorgia Ortolani - Post doc in Gothenburg University","Google Scholar Profile",7,126,3,42.00,18.00,16.13,1.82,6.43,4,7,4,0.53,2,64.33,8.02,8.20,10.49,0.54,"2025-08-04 12:45:55",5.37,0.67,100.0,100.0,1,2022,2025,126,4,4,3,1,3
"Gaurav Kumar - Postdoctoral researcher, MBU, Indian Institute of Science, Bangalore. gaurav.phy1987@gmail.com","Google Scholar Profile",10,84,9,9.33,8.40,30.01,3.12,3.80,6,9,6,1.71,4,20.77,4.56,6.59,6.63,2.39,"2025-08-04 13:04:49",3.33,0.44,95.2,100.0,0,2016,2025,84,6,5,2,0,3
"Gabriela Garcia-Rodriguez - Postdoctoral researcher, EPFL, Switzerland","Google Scholar Profile",9,100,8,12.50,11.11,17.31,1.53,6.00,6,9,6,1.00,3,23.68,4.87,4.04,7.21,1.53,"2025-08-04 12:55:29",2.16,0.38,88.0,100.0,0,2017,2025,100,8,6,1,0,3
"Filipe Henrique - Postdoctoral Researcher, Princeton University","Google Scholar Profile",14,109,3,36.33,7.79,36.50,5.00,2.93,5,10,5,1.67,4,48.33,6.95,16.28,9.11,1.67,"2025-08-04 12:54:30",12.16,1.33,99.1,100.0,2,2022,2025,109,6,5,5,0,5
"Erik Nordquist - Postdoc, University of Maryland, Baltimore","Google Scholar Profile",15,88,5,17.60,5.87,20.33,3.85,4.47,6,9,7,1.33,3,37.97,6.16,9.43,6.48,1.84,"2025-08-04 13:03:44",4.06,0.60,88.6,100.0,1,2020,2025,88,9,7,3,0,4
"Dr. Kathrin Baumgartner - Postdoctoral Researcher, University of Augsburg","Google Scholar Profile",7,79,5,15.80,11.29,22.17,2.43,4.29,3,7,4,0.69,2,27.73,5.27,9.13,7.94,1.27,"2025-08-04 13:06:18",4.43,0.40,91.1,100.0,1,2020,2025,79,6,3,2,0,3
"Dr Dhawal Choudhary - Post Doctoral Researcher, AMOLF","Google Scholar Profile",5,134,7,19.14,26.80,32.67,1.92,3.80,4,5,4,0.89,2,25.73,5.07,6.02,10.86,0.92,"2025-08-04 12:44:05",4.66,0.29,100.0,100.0,1,2018,2023,134,4,2,2,0,2
"Dominic J. Black - Postdoctoral Research Associate, Durham University","Google Scholar Profile",13,75,4,18.75,5.77,15.11,2.97,5.92,3,8,4,0.50,2,52.25,7.23,10.08,7.94,0.83,"2025-08-04 13:09:14",3.77,0.50,96.0,100.0,2,2021,2025,75,6,2,2,1,2
"Dipendra Bhandari - Postdoctoral Research Associate, Oak Ridge National Laboratory","Google Scholar Profile",27,73,9,8.11,2.70,13.87,6.26,5.41,5,8,6,0.86,2,24.62,4.96,4.13,5.20,1.99,"2025-08-04 13:10:14",1.54,0.22,71.2,87.7,0,2016,2025,73,9,5,1,0,3
"Diego Lopez Mateos - Postdoctoral Researcher, University of California, Davis","Google Scholar Profile",35,91,6,15.17,2.60,15.46,8.95,5.46,5,9,8,0.69,2,66.17,8.13,10.89,6.71,1.82,"2025-08-04 13:03:14",2.57,0.33,76.9,93.4,2,2019,2025,91,11,9,2,1,4
"Dennis Breitsprecher - Post Doc, Brandeis University","Google Scholar Profile",74,4318,17,254.00,58.35,835.47,17.20,5.04,24,65,21,4.06,14,356.91,18.89,68.82,60.45,5.85,"2025-08-04 12:42:38",49.14,0.82,98.0,100.0,14,2008,2024,4318,29,24,21,3,12
"Debarati Sarkar - Post-doctoral Fellow, Tata Institute of Fundamental Research","Google Scholar Profile",6,116,11,10.55,19.33,41.75,2.92,2.50,4,6,4,1.45,4,15.97,4.00,5.79,9.85,1.92,"2025-08-04 12:53:29",3.79,0.36,97.4,100.0,0,2014,2021,116,4,4,1,0,3
"Dario Saczko-Brack - PostDoc at Ludwig-Maximilians-Universität Munich","Google Scholar Profile",10,128,11,11.64,12.80,22.02,2.53,5.60,4,10,4,0.64,3,14.45,3.80,2.50,10.58,0.65,"2025-08-04 12:44:16",2.00,0.27,100.0,100.0,0,2014,2025,128,4,4,1,0,3
"Bernardo J. Zubillaga - Postdoctoral Research Associate, Northeastern University","Google Scholar Profile",13,117,6,19.50,9.00,21.07,4.20,4.54,5,10,5,0.89,4,49.27,7.02,9.27,9.49,0.90,"2025-08-04 12:53:27",3.51,0.67,98.3,100.0,1,2019,2025,117,5,5,4,1,4
"Bakar Hassan - Post-doctoral Fellow, National Cancer Institute","Google Scholar Profile",18,86,8,10.75,4.78,13.82,3.81,5.89,6,9,6,0.95,2,46.79,6.84,7.29,6.00,1.48,"2025-08-04 13:04:31",1.72,0.25,83.7,96.5,1,2017,2025,86,10,6,2,1,3
"Audrey H. Short - Postdoctoral Researcher, Argonne National Lab","Google Scholar Profile",12,128,9,14.22,10.67,24.65,3.39,4.83,5,11,5,0.89,3,36.58,6.05,6.58,9.85,1.17,"2025-08-04 12:44:55",2.73,0.33,95.3,100.0,1,2016,2025,128,6,5,4,0,4
"Aswin Vinod Muthachikavil - Postdoctoral researcher, Helmholtz Zentrum Dresden","Google Scholar Profile",10,90,5,18.00,9.00,21.48,3.05,4.20,4,9,6,0.89,3,28.83,5.37,6.85,8.06,1.32,"2025-08-04 13:03:17",4.29,0.60,90.0,100.0,0,2020,2025,90,8,5,2,0,4
"Arpita Roychoudhury - post doctoral research fellow, IISER pune","Google Scholar Profile",9,103,14,7.36,11.44,29.03,2.42,4.11,3,9,3,0.75,3,9.21,3.03,2.50,9.54,1.03,"2025-08-04 12:55:13",2.07,0.21,97.1,100.0,0,2011,2018,103,3,3,0,0,2
"Apoorv Verma - Postdoc, University of California Merced","Google Scholar Profile",5,84,7,12.00,16.80,16.16,1.67,5.00,3,5,3,0.53,2,19.81,4.45,3.61,8.37,1.68,"2025-08-04 13:05:17",2.30,0.29,94.0,100.0,1,2018,2022,84,3,3,1,0,2
"Anupam Singh - Post-doctoral Fellow, Max Planck Institute of Molecular Cell Biology and Genetics","Google Scholar Profile",6,76,11,6.91,12.67,15.98,1.26,5.00,4,6,5,0.73,2,14.88,3.86,2.84,7.62,1.01,"2025-08-04 13:07:45",1.45,0.18,97.4,100.0,0,2014,2024,76,5,4,1,0,3
"Anna Yui - Postdoc at Tufts University","Google Scholar Profile",11,88,8,11.00,8.00,17.71,2.05,6.27,6,9,5,1.00,2,66.96,8.18,14.58,7.07,1.38,"2025-08-04 13:04:17",2.21,0.25,97.7,100.0,3,2017,2024,88,6,3,3,1,3
"Anissa Belfetmi - Postdoctoral research fellow, Harvard Medical School","Google Scholar Profile",14,91,9,10.11,6.50,14.62,5.31,4.86,5,9,4,0.81,3,18.41,4.29,2.89,7.94,1.22,"2025-08-04 13:03:00",1.62,0.33,96.7,100.0,0,2016,2024,91,5,4,2,0,3
"Aniruddha Chattaraj - Postdoc, Shakhnovich Group, Harvard University","Google Scholar Profile",9,83,6,13.83,9.22,29.58,3.92,2.89,5,9,6,1.56,3,32.33,5.69,12.24,7.35,2.33,"2025-08-04 13:05:17",4.93,0.50,95.2,100.0,0,2019,2025,83,6,6,3,0,4
